,TAEE11.SA,BBAS3.SA,ABEV3.SA,WEGE3.SA,RANI3.SA,GOGL34.SA,BERK34.SA,Capital,tx retorno
235,0.0,0.0,0.0,0.0,134797.0053355377,0.0,0.0,134797.0053355377,-1.4285694659676662
236,0.0,0.0,0.0,0.0,138313.4581423311,0.0,0.0,138313.4581423311,2.608702469346591
237,0.0,0.0,0.0,0.0,137336.68135192004,0.0,0.0,137336.68135192004,-0.7062051687016013
238,0.0,0.0,0.0,0.0,141048.46133613886,0.0,0.0,141048.46133613886,2.7026865275035616
239,0.0,0.0,0.0,0.0,137922.73333583827,0.0,0.0,137922.73333583827,-2.21606671259712
240,0.0,0.0,0.0,0.0,139485.60907792894,0.0,0.0,139485.60907792894,1.1331531099264769
241,0.0,0.0,0.0,0.0,135969.1562711355,0.0,0.0,135969.1562711355,-2.521014769938623
242,0.0,0.0,0.0,0.0,133429.51548057416,0.0,0.0,133429.51548057416,-1.8678065380482667
243,0.0,0.0,0.0,0.0,137922.73333583827,0.0,0.0,137922.73333583827,3.367484202487625
244,0.0,0.0,0.0,0.0,136555.20825505373,0.0,0.0,136555.20825505373,-0.9915153562499834
245,0.0,0.0,0.0,0.0,135187.74188397086,0.0,0.0,135187.74188397086,-1.0014018421976023
246,0.0,0.0,0.0,0.0,134797.0053355377,0.0,0.0,134797.0053355377,-0.2890325283845141
247,0.0,0.0,0.0,0.0,128154.82452844367,0.0,0.0,128154.82452844367,-4.927543301544612
248,0.0,0.0,0.0,0.0,126396.62160892764,0.0,0.0,126396.62160892764,-1.3719365821657337
249,0.0,0.0,0.0,0.0,123075.54294732095,0.0,0.0,123075.54294732095,-2.6275058773976845
250,0.0,0.0,0.0,0.0,120145.16560832644,0.0,0.0,120145.16560832644,-2.38095828693502
251,0.0,0.0,0.0,0.0,121903.38026978282,0.0,0.0,121903.38026978282,1.46340857957461
252,0.0,0.0,0.0,0.0,123075.54294732095,0.0,0.0,123075.54294732095,0.9615505943674663
253,0.0,0.0,0.0,0.0,120340.50452769219,0.0,0.0,120340.50452769219,-2.222243635195187
254,0.0,0.0,0.0,0.0,126201.25920568121,0.0,0.0,126201.25920568121,4.870143017092277
255,0.0,0.0,0.0,0.0,121512.65546329,0.0,0.0,121512.65546329,-3.7151798420250293
256,0.0,0.0,0.0,0.0,120145.16560832644,0.0,0.0,120145.16560832644,-1.125388832751406
257,0.0,0.0,0.0,0.0,119559.09014052755,0.0,0.0,119559.09014052755,-0.4878061175673909
258,0.0,0.0,0.0,0.0,118386.93920492976,0.0,0.0,118386.93920492976,-0.9803946602638614
259,0.0,0.0,0.0,0.0,121121.96588261817,0.0,0.0,121121.96588261817,2.310243592795347
260,0.0,0.0,0.0,0.0,121317.32828586458,0.0,0.0,121317.32828586458,0.16129395012935976
261,0.0,0.0,0.0,0.0,118191.57680168333,0.0,0.0,118191.57680168333,-2.576508672212041
262,0.0,0.0,0.0,0.0,119754.45254377395,0.0,0.0,119754.45254377395,1.3223241320428514
263,0.0,0.0,0.0,0.0,124052.33147967236,0.0,0.0,124052.33147967236,3.5889095099219004
264,0.0,0.0,0.0,0.0,120535.87867287894,0.0,0.0,120535.87867287894,-2.8346527347368977
265,0.0,0.0,0.0,0.0,122880.15706019389,0.0,0.0,122880.15706019389,1.9448801577802932
